#             M		     r	       rho(r)	        T(r)	       M(r)	      L(r)	    dL/dr        dLpp/dr       dLcno/dr	   dlogP/dlogT	  r/R	  	 rho(r)/rhoc        T(r)/Tc         M(r)/M         L(r)/L    	   kappa        kappaHm        kappaff        kappaes              P           Pdeg           Pgas           Ppho        drho/dr          dT/dr          dM/dr          dL/dr
#             g		    cm	       g/cm^3		   K		  g	     erg/s	 erg/s/cm       erg/s/cm       erg/s/cm                                                                                                   cm^2/g         cm^2/g         cm^2/g         cm^2/g       erg/cm^3       erg/cm^3       erg/cm^3       erg/cm^3         g/cm^4           K/cm           g/cm       erg/s/cm
#
    3.71234e+33    5.90762e+10       0.105942    2.50774e+06     3.6816e+33    7.51822e+34    1.02066e+17    1.02066e+17        5261.92        4.81382       0.632378     0.00136265       0.125387       0.991719              1         2.8425    3.19169e+26         2.8425           0.34    3.59011e+13    2.35988e+11    3.55654e+13    9.97378e+10   -1.73915e-11   -0.000108166    4.64624e+21    1.02066e+17
    3.71234e+33    5.91614e+10        0.10447    2.49854e+06      3.682e+33    7.51822e+34    9.80828e+16    9.80828e+16         4769.5        4.81394        0.63329     0.00134372       0.124927       0.991825              1        2.85125    3.06629e+26        2.85125           0.34    3.52714e+13    2.30549e+11    3.49425e+13     9.8282e+10   -1.71662e-11   -0.000107866     4.5949e+21    9.80828e+16
    3.71234e+33    5.92463e+10       0.103021    2.48939e+06    3.68238e+33    7.51822e+34    9.42613e+16    9.42613e+16        4323.89        4.81407         0.6342     0.00132508       0.124469        0.99193              1        2.86001    2.94604e+26        2.86001           0.34    3.46538e+13    2.25244e+11    3.43317e+13      9.685e+10   -1.69444e-11   -0.000107569     4.5442e+21    9.42613e+16
    3.71234e+33     5.9331e+10       0.101594    2.48029e+06    3.68277e+33    7.51822e+34    9.05946e+16    9.05946e+16        3920.59        4.81419       0.635107     0.00130674       0.124014       0.992033              1        2.86877    2.83071e+26        2.86877           0.34    3.40481e+13    2.20071e+11    3.37326e+13    9.54414e+10   -1.67258e-11   -0.000107273    4.49411e+21    9.05946e+16
    3.71234e+33    5.94155e+10        0.10019    2.47124e+06    3.68314e+33    7.51822e+34     8.7076e+16     8.7076e+16        3555.51        4.81431       0.636011     0.00128868       0.123562       0.992135              1        2.87755    2.72008e+26        2.87755           0.34    3.34541e+13    2.15025e+11     3.3145e+13    9.40557e+10   -1.65105e-11    -0.00010698    4.44463e+21     8.7076e+16
    3.71234e+33    5.94998e+10       0.098808    2.46223e+06    3.68352e+33    7.51822e+34    8.36994e+16    8.36994e+16        3224.96        4.81443       0.636913      0.0012709       0.123112       0.992235              1        2.88633    2.61397e+26        2.88633           0.34    3.28714e+13    2.10103e+11    3.25686e+13    9.26927e+10   -1.62985e-11   -0.000106688    4.39575e+21    8.36994e+16
    3.71234e+33    5.95838e+10      0.0974471    2.45328e+06    3.68388e+33    7.51822e+34    8.04588e+16    8.04588e+16        2925.63        4.81455       0.637813     0.00125339       0.122664       0.992334              1        2.89513    2.51217e+26        2.89513           0.34    3.22999e+13    2.05303e+11    3.20032e+13    9.13518e+10   -1.60896e-11   -0.000106398    4.34746e+21    8.04588e+16
    3.71234e+33    5.96676e+10      0.0961073    2.44438e+06    3.68425e+33    7.51822e+34    7.73485e+16    7.73485e+16        2654.53        4.81467        0.63871     0.00123616       0.122219       0.992432              1        2.90393    2.41451e+26        2.90393           0.34    3.17393e+13    2.00619e+11    3.14486e+13    9.00326e+10   -1.58838e-11    -0.00010611    4.29976e+21    7.73485e+16
    3.71234e+33    5.97512e+10      0.0947881    2.43552e+06     3.6846e+33    7.51822e+34     7.4363e+16     7.4363e+16        2408.94        4.81478       0.639604     0.00121919       0.121776       0.992528              1        2.91275    2.32081e+26        2.91275           0.34    3.11894e+13    1.96051e+11    3.09046e+13    8.87347e+10   -1.56811e-11   -0.000105824    4.25263e+21     7.4363e+16
    3.71234e+33    5.98346e+10      0.0934893    2.42671e+06    3.68496e+33    7.51822e+34    7.14972e+16    7.14972e+16        2186.43         4.8149       0.640497     0.00120249       0.121335       0.992623              1        2.92157     2.2309e+26        2.92157           0.34    3.06499e+13    1.91594e+11    3.03709e+13    8.74578e+10   -1.54814e-11    -0.00010554    4.20607e+21    7.14972e+16
    3.71234e+33    5.99177e+10      0.0922104    2.41795e+06     3.6853e+33    7.51822e+34     6.8746e+16     6.8746e+16        1984.79        4.81501       0.641387     0.00118604       0.120897       0.992717              1         2.9304    2.14462e+26         2.9304           0.34    3.01207e+13    1.87246e+11    2.98473e+13    8.62015e+10   -1.52847e-11   -0.000105257    4.16007e+21     6.8746e+16
    3.71234e+33    6.00006e+10      0.0909512    2.40923e+06    3.68565e+33    7.51822e+34    6.61047e+16    6.61047e+16        1802.04        4.81512       0.642274     0.00116984       0.120462       0.992809              1        2.93925    2.06182e+26        2.93925           0.34    2.96015e+13    1.83004e+11    2.93336e+13    8.49653e+10   -1.50908e-11   -0.000104977    4.11462e+21    6.61047e+16
    3.71234e+33    6.00833e+10      0.0897113    2.40056e+06    3.68599e+33    7.51822e+34    6.35687e+16    6.35687e+16        1636.38        4.81523       0.643159     0.00115389       0.120028         0.9929              1         2.9481    1.98235e+26         2.9481           0.34    2.90921e+13    1.78865e+11    2.88295e+13     8.3749e+10   -1.48998e-11   -0.000104698    4.06972e+21    6.35687e+16
    3.71234e+33    6.01658e+10      0.0884903    2.39194e+06    3.68632e+33    7.51822e+34    6.11337e+16    6.11337e+16        1486.18        4.81534       0.644042     0.00113819       0.119597        0.99299              1        2.95697    1.90607e+26        2.95697           0.34    2.85924e+13    1.74826e+11     2.8335e+13    8.25522e+10   -1.47116e-11   -0.000104421    4.02536e+21    6.11337e+16
    3.71234e+33     6.0248e+10      0.0872879    2.38336e+06    3.68665e+33    7.51822e+34    5.87954e+16    5.87954e+16        1349.99        4.81544       0.644923     0.00112272       0.119168       0.993079              1        2.96584    1.83285e+26        2.96584           0.34     2.8102e+13    1.70885e+11    2.78498e+13    8.13744e+10   -1.45262e-11   -0.000104146    3.98153e+21    5.87954e+16
    3.71234e+33    6.03301e+10      0.0861038    2.37483e+06    3.68697e+33    7.51822e+34      5.655e+16      5.655e+16        1226.46        4.81554       0.645801     0.00110749       0.118742       0.993166              1        2.97472    1.76256e+26        2.97472           0.34    2.76209e+13    1.67039e+11    2.73736e+13    8.02155e+10   -1.43434e-11   -0.000103872    3.93822e+21      5.655e+16
    3.71234e+33    6.04119e+10      0.0849377    2.36634e+06    3.68729e+33    7.51822e+34    5.43935e+16    5.43935e+16        1114.42        4.81565       0.646676     0.00109249       0.118317       0.993253              1        2.98362    1.69508e+26        2.98362           0.34    2.71488e+13    1.63285e+11    2.69064e+13    7.90749e+10   -1.41634e-11   -0.000103601    3.89543e+21    5.43935e+16
    3.71234e+33    6.04935e+10      0.0837893     2.3579e+06    3.68761e+33    7.51822e+34    5.23222e+16    5.23222e+16        1012.76        4.81575        0.64755     0.00107772       0.117895       0.993338              1        2.99252    1.63029e+26        2.99252           0.34    2.66855e+13    1.59622e+11    2.64479e+13    7.79525e+10   -1.39859e-11   -0.000103331    3.85315e+21    5.23222e+16
    3.71234e+33    6.05749e+10      0.0826583     2.3495e+06    3.68792e+33    7.51822e+34    5.03328e+16    5.03328e+16        920.521        4.81585       0.648421     0.00106318       0.117475       0.993422              1        3.00144    1.56807e+26        3.00144           0.34    2.62309e+13    1.56047e+11     2.5998e+13    7.68478e+10   -1.38111e-11   -0.000103062    3.81137e+21    5.03328e+16
    3.71234e+33     6.0656e+10      0.0815443    2.34115e+06    3.68823e+33    7.51822e+34    4.84218e+16    4.84218e+16        836.809        4.81595        0.64929     0.00104885       0.117057       0.993505              1        3.01036    1.50833e+26        3.01036           0.34    2.57847e+13    1.52558e+11    2.55564e+13    7.57607e+10   -1.36387e-11   -0.000102795    3.77009e+21    4.84218e+16
    3.71234e+33     6.0737e+10      0.0804471    2.33284e+06    3.68853e+33    7.51822e+34     4.6586e+16     4.6586e+16        760.825        4.81604       0.650156     0.00103474       0.116642       0.993586              1         3.0193    1.45096e+26         3.0193           0.34    2.53469e+13    1.49152e+11    2.51231e+13    7.46906e+10   -1.34689e-11    -0.00010253    3.72929e+21     4.6586e+16
    3.71234e+33    6.08177e+10      0.0793664    2.32457e+06    3.68883e+33    7.51822e+34    4.48223e+16    4.48223e+16        691.844        4.81614       0.651021     0.00102084       0.116229       0.993667              1        3.02825    1.39586e+26        3.02825           0.34    2.49172e+13    1.45828e+11    2.46977e+13    7.36374e+10   -1.33015e-11   -0.000102267    3.68899e+21    4.48223e+16
    3.71234e+33    6.08982e+10       0.078302    2.31635e+06    3.68913e+33    7.51822e+34    4.31279e+16    4.31279e+16        629.212        4.81623       0.651883     0.00100714       0.115817       0.993747              1         3.0372    1.34294e+26         3.0372           0.34    2.44955e+13    1.42583e+11    2.42803e+13    7.26008e+10   -1.31365e-11   -0.000102005    3.64915e+21    4.31279e+16
    3.71234e+33    6.09786e+10      0.0772535    2.30816e+06    3.68942e+33    7.51822e+34    4.14998e+16    4.14998e+16        572.335        4.81632       0.652742    0.000993658       0.115408       0.993825              1        3.04617    1.29211e+26        3.04617           0.34    2.40815e+13    1.39415e+11    2.38705e+13    7.15804e+10   -1.29739e-11   -0.000101745    3.60979e+21    4.14998e+16
    3.71234e+33    6.10587e+10      0.0762206    2.30002e+06    3.68971e+33    7.51822e+34    3.99354e+16    3.99354e+16        520.675        4.81641         0.6536    0.000980373       0.115001       0.993903              1        3.05515    1.24327e+26        3.05515           0.34    2.36752e+13    1.36322e+11    2.34683e+13     7.0576e+10   -1.28136e-11   -0.000101487    3.57089e+21    3.99354e+16
    3.71234e+33    6.11386e+10      0.0752032    2.29193e+06    3.68999e+33    7.51822e+34    3.84322e+16    3.84322e+16        473.748         4.8165       0.654455    0.000967286       0.114596       0.993979              1        3.06414    1.19636e+26        3.06414           0.34    2.32764e+13    1.33303e+11    2.30736e+13    6.95873e+10   -1.26556e-11    -0.00010123    3.53245e+21    3.84322e+16
    3.71234e+33    6.12182e+10      0.0742009    2.28387e+06    3.69027e+33    7.51822e+34    3.69875e+16    3.69875e+16        431.113        4.81659       0.655308    0.000954395       0.114193       0.994054              1        3.07314    1.15129e+26        3.07314           0.34     2.2885e+13    1.30355e+11     2.2686e+13     6.8614e+10   -1.24998e-11   -0.000100975    3.49447e+21    3.69875e+16
    3.71234e+33    6.12977e+10      0.0732135    2.27585e+06    3.69055e+33    7.51822e+34    3.55991e+16    3.55991e+16        392.372        4.81668       0.656159    0.000941695       0.113793       0.994129              1        3.08215    1.10799e+26        3.08215           0.34    2.25007e+13    1.27477e+11    2.23056e+13    6.76558e+10   -1.23463e-11   -0.000100721    3.45693e+21    3.55991e+16
    3.71234e+33     6.1377e+10      0.0722408    2.26788e+06    3.69082e+33    7.51822e+34    3.42646e+16    3.42646e+16        357.163        4.81677       0.657007    0.000929183       0.113394       0.994202              1        3.09117    1.06638e+26        3.09117           0.34    2.21235e+13    1.24667e+11    2.19321e+13    6.67125e+10   -1.21949e-11   -0.000100469    3.41982e+21    3.42646e+16
    3.71234e+33    6.14561e+10      0.0712825    2.25995e+06    3.69109e+33    7.51822e+34     3.2982e+16     3.2982e+16         325.16        4.81685       0.657854    0.000916857       0.112997       0.994275              1         3.1002    1.02639e+26         3.1002           0.34    2.17531e+13    1.21923e+11    2.15654e+13    6.57839e+10   -1.20457e-11   -0.000100218    3.38316e+21     3.2982e+16
    3.71234e+33    6.15349e+10      0.0703383    2.25205e+06    3.69135e+33    7.51822e+34     3.1749e+16     3.1749e+16        296.067        4.81693       0.658698    0.000904713       0.112603       0.994346              1        3.10925    9.87962e+25        3.10925           0.34    2.13896e+13    1.19243e+11    2.12055e+13    6.48696e+10   -1.18986e-11    -9.9969e-05    3.34692e+21     3.1749e+16
    3.71234e+33    6.16136e+10      0.0694081     2.2442e+06    3.69162e+33    7.51822e+34    3.05638e+16    3.05638e+16        269.614        4.81702        0.65954    0.000892748        0.11221       0.994417              1         3.1183    9.51031e+25         3.1183           0.34    2.10326e+13    1.16626e+11     2.0852e+13    6.39694e+10   -1.17536e-11   -9.97214e-05    3.31111e+21    3.05638e+16
    3.71234e+33     6.1692e+10      0.0684915    2.23638e+06    3.69187e+33    7.51822e+34    2.94244e+16    2.94244e+16        245.559         4.8171        0.66038    0.000880959       0.111819       0.994486              1        3.12737    9.15534e+25        3.12737           0.34    2.06822e+13    1.14071e+11     2.0505e+13     6.3083e+10   -1.16106e-11   -9.94753e-05    3.27571e+21    2.94244e+16
    3.71234e+33    6.17703e+10      0.0675885    2.22861e+06    3.69213e+33    7.51822e+34    2.83289e+16    2.83289e+16        223.682        4.81718       0.661218    0.000869344        0.11143       0.994555              1        3.13645    8.81414e+25        3.13645           0.34    2.03381e+13    1.11575e+11    2.01643e+13    6.22104e+10   -1.14696e-11   -9.92307e-05    3.24072e+21    2.83289e+16
    3.71234e+33    6.18484e+10      0.0666987    2.22087e+06    3.69238e+33    7.51822e+34    2.72756e+16    2.72756e+16        203.781        4.81726       0.662053    0.000857898       0.111044       0.994623              1        3.14553    8.48615e+25        3.14553           0.34    2.00003e+13    1.09138e+11    1.98298e+13    6.13511e+10   -1.13306e-11   -9.89875e-05    3.20615e+21    2.72756e+16
    3.71234e+33    6.19262e+10      0.0658219    2.21317e+06    3.69263e+33    7.51822e+34    2.62629e+16    2.62629e+16        185.677        4.81733       0.662887    0.000846621       0.110659        0.99469              1        3.15463    8.17084e+25        3.15463           0.34    1.96686e+13    1.06757e+11    1.95013e+13    6.05049e+10   -1.11935e-11   -9.87459e-05    3.17197e+21    2.62629e+16
    3.71234e+33    6.20039e+10      0.0649579    2.20552e+06    3.69287e+33    7.51822e+34     2.5289e+16     2.5289e+16        169.203        4.81741       0.663718    0.000835508       0.110276       0.994756              1        3.16375     7.8677e+25        3.16375           0.34    1.93428e+13    1.04432e+11    1.91787e+13    5.96717e+10   -1.10583e-11   -9.85056e-05    3.13819e+21     2.5289e+16
    3.71234e+33    6.20813e+10      0.0641065     2.1979e+06    3.69312e+33    7.51822e+34    2.43525e+16    2.43525e+16        154.213        4.81749       0.664547    0.000824557       0.109895       0.994821              1        3.17287    7.57625e+25        3.17287           0.34     1.9023e+13     1.0216e+11     1.8862e+13    5.88513e+10    -1.0925e-11   -9.82669e-05     3.1048e+21    2.43525e+16
    3.71234e+33    6.21586e+10      0.0632675    2.19031e+06    3.69335e+33    7.51822e+34    2.34519e+16    2.34519e+16        140.569        4.81756       0.665374    0.000813766       0.109516       0.994885              1          3.182      7.296e+25          3.182           0.34    1.87089e+13    9.99419e+10    1.85509e+13    5.80433e+10   -1.07936e-11   -9.80295e-05     3.0718e+21    2.34519e+16
    3.71234e+33    6.22357e+10      0.0624407    2.18277e+06    3.69359e+33    7.51822e+34    2.25857e+16    2.25857e+16        128.149        4.81763       0.666199    0.000803132       0.109138       0.994949              1        3.19115    7.02652e+25        3.19115           0.34    1.84004e+13    9.77746e+10    1.82454e+13    5.72476e+10    -1.0664e-11   -9.77935e-05    3.03918e+21    2.25857e+16
    3.71234e+33    6.23125e+10      0.0616259    2.17526e+06    3.69382e+33    7.51822e+34    2.17526e+16    2.17526e+16        116.842        4.81771       0.667022    0.000792652       0.108763       0.995011              1         3.2003    6.76737e+25         3.2003           0.34    1.80975e+13    9.56574e+10    1.79454e+13     5.6464e+10   -1.05362e-11    -9.7559e-05    3.00693e+21    2.17526e+16
    3.71234e+33    6.23892e+10      0.0608229    2.16779e+06    3.69405e+33    7.51822e+34    2.09513e+16    2.09513e+16        106.547        4.81778       0.667842    0.000782323       0.108389       0.995073              1        3.20947    6.51815e+25        3.20947           0.34       1.78e+13     9.3589e+10    1.76507e+13    5.56923e+10   -1.04101e-11   -9.73258e-05    2.97506e+21    2.09513e+16
    3.71234e+33    6.24657e+10      0.0600315    2.16035e+06    3.69428e+33    7.51822e+34    2.01804e+16    2.01804e+16        97.1714        4.81785       0.668661    0.000772144       0.108018       0.995134              1        3.21865    6.27845e+25        3.21865           0.34    1.75078e+13    9.15683e+10    1.73613e+13    5.49322e+10   -1.02858e-11    -9.7094e-05    2.94356e+21    2.01804e+16
    3.71234e+33     6.2542e+10      0.0592516    2.15296e+06     3.6945e+33    7.51822e+34    1.94389e+16    1.94389e+16        88.6324        4.81792       0.669478    0.000762112       0.107648       0.995194              1        3.22784     6.0479e+25        3.22784           0.34    1.72208e+13     8.9594e+10     1.7077e+13    5.41836e+10   -1.01632e-11   -9.68636e-05    2.91241e+21    1.94389e+16
    3.71234e+33    6.26181e+10      0.0584828    2.14559e+06    3.69472e+33    7.51822e+34    1.87256e+16    1.87256e+16        80.8542        4.81798       0.670292    0.000752224        0.10728       0.995253              1        3.23705    5.82613e+25        3.23705           0.34    1.69389e+13    8.76651e+10    1.67978e+13    5.34463e+10   -1.00423e-11   -9.66345e-05    2.88162e+21    1.87256e+16
    3.71234e+33     6.2694e+10      0.0577251    2.13827e+06    3.69494e+33    7.51822e+34    1.80393e+16    1.80393e+16         73.768        4.81805       0.671105    0.000742478       0.106913       0.995312              1        3.24626     5.6128e+25        3.24626           0.34    1.66621e+13    8.57803e+10    1.65236e+13      5.272e+10   -9.92297e-12   -9.64068e-05    2.85119e+21    1.80393e+16
    3.71234e+33    6.27697e+10      0.0569783    2.13098e+06    3.69515e+33    7.51822e+34    1.73789e+16    1.73789e+16        67.3114        4.81812       0.671915    0.000732873       0.106549        0.99537              1        3.25549    5.40758e+25        3.25549           0.34    1.63902e+13    8.39387e+10    1.62542e+13    5.20047e+10   -9.80532e-12   -9.61804e-05     2.8211e+21    1.73789e+16
    3.71234e+33    6.28452e+10      0.0562422    2.12372e+06    3.69537e+33    7.51822e+34    1.67436e+16    1.67436e+16        61.4276        4.81818       0.672724    0.000723404       0.106186       0.995427              1        3.26473    5.21013e+25        3.26473           0.34     1.6123e+13    8.21391e+10    1.59896e+13    5.13001e+10   -9.68926e-12   -9.59553e-05    2.79136e+21    1.67436e+16
    3.71234e+33    6.29205e+10      0.0555166     2.1165e+06    3.69557e+33    7.51822e+34    1.61322e+16    1.61322e+16        56.0652        4.81825        0.67353    0.000714072       0.105825       0.995483              1        3.27398    5.02017e+25        3.27398           0.34    1.58606e+13    8.03805e+10    1.57296e+13     5.0606e+10   -9.57479e-12   -9.57315e-05    2.76196e+21    1.61322e+16
    3.71234e+33    6.29957e+10      0.0548014    2.10932e+06    3.69578e+33    7.51822e+34    1.55439e+16    1.55439e+16        51.1773        4.81831       0.674334    0.000704872       0.105466       0.995539              1        3.28324    4.83738e+25        3.28324           0.34    1.56029e+13     7.8662e+10    1.54743e+13    4.99223e+10   -9.46187e-12   -9.55091e-05    2.73289e+21    1.55439e+16
    3.71234e+33    6.30706e+10      0.0540963    2.10217e+06    3.69598e+33    7.51822e+34    1.49778e+16    1.49778e+16        46.7212        4.81837       0.675137    0.000695803       0.105108       0.995594              1        3.29252     4.6615e+25        3.29252           0.34    1.53497e+13    7.69826e+10    1.52234e+13    4.92488e+10   -9.35047e-12   -9.52879e-05    2.70416e+21    1.49778e+16
    3.71234e+33    6.31454e+10      0.0534013    2.09505e+06    3.69619e+33    7.51822e+34    1.44329e+16    1.44329e+16        42.6584        4.81843       0.675937    0.000686864       0.104752       0.995648              1        3.30181    4.49224e+25        3.30181           0.34    1.51009e+13    7.53412e+10     1.4977e+13    4.85852e+10   -9.24058e-12   -9.50679e-05    2.67575e+21    1.44329e+16
    3.71234e+33      6.322e+10      0.0527162    2.08797e+06    3.69638e+33    7.51822e+34    1.39085e+16    1.39085e+16        38.9537        4.81849       0.676736    0.000678051       0.104398       0.995701              1        3.31111    4.32936e+25        3.31111           0.34    1.48565e+13     7.3737e+10    1.47348e+13    4.79316e+10   -9.13217e-12   -9.48493e-05    2.64766e+21    1.39085e+16
    3.71234e+33    6.32944e+10      0.0520407    2.08092e+06    3.69658e+33    7.51822e+34    1.34037e+16    1.34037e+16        35.5749        4.81855       0.677532    0.000669364       0.104046       0.995754              1        3.32042    4.17259e+25        3.32042           0.34    1.46164e+13    7.21691e+10    1.44969e+13    4.72876e+10   -9.02522e-12   -9.46319e-05    2.61989e+21    1.34037e+16
    3.71234e+33    6.33686e+10      0.0513748     2.0739e+06    3.69677e+33    7.51822e+34    1.29179e+16    1.29179e+16        32.4932        4.81861       0.678326    0.000660799       0.103695       0.995806              1        3.32974    4.02171e+25        3.32974           0.34    1.43805e+13    7.06367e+10    1.42632e+13    4.66532e+10    -8.9197e-12   -9.44157e-05    2.59244e+21    1.29179e+16
    3.71234e+33    6.34426e+10      0.0507184    2.06692e+06    3.69696e+33    7.51822e+34    1.24502e+16    1.24502e+16        29.6819        4.81867       0.679119    0.000652355       0.103346       0.995858              1        3.33908    3.87648e+25        3.33908           0.34    1.41487e+13    6.91387e+10    1.40335e+13    4.60281e+10    -8.8156e-12   -9.42008e-05    2.56529e+21    1.24502e+16
    3.71234e+33    6.35165e+10      0.0500711    2.05997e+06    3.69715e+33    7.51822e+34        1.2e+16        1.2e+16        27.1171        4.81873       0.679909     0.00064403       0.102999       0.995909              1        3.34843    3.73668e+25        3.34843           0.34     1.3921e+13    6.76745e+10    1.38079e+13    4.54123e+10   -8.71288e-12   -9.39871e-05    2.53846e+21        1.2e+16
    3.71234e+33    6.35901e+10       0.049433    2.05306e+06    3.69734e+33    7.51822e+34    1.15666e+16    1.15666e+16        24.7769        4.81878       0.680698    0.000635823       0.102653       0.995959              1        3.35779    3.60211e+25        3.35779           0.34    1.36972e+13    6.62432e+10    1.35861e+13    4.48055e+10   -8.61154e-12   -9.37746e-05    2.51192e+21    1.15666e+16
    3.71234e+33    6.36636e+10      0.0488039    2.04617e+06    3.69752e+33    7.51822e+34    1.11494e+16    1.11494e+16        22.6412        4.81884       0.681484    0.000627731       0.102309       0.996008              1        3.36717    3.47255e+25        3.36717           0.34    1.34773e+13    6.48441e+10    1.33682e+13    4.42076e+10   -8.51154e-12   -9.35633e-05    2.48569e+21    1.11494e+16
    3.71234e+33    6.37369e+10      0.0481836    2.03932e+06     3.6977e+33    7.51822e+34    1.07476e+16    1.07476e+16         20.692        4.81889       0.682269    0.000619752       0.101966       0.996057              1        3.37656    3.34782e+25        3.37656           0.34    1.32612e+13    6.34762e+10    1.31541e+13    4.36186e+10   -8.41288e-12   -9.33532e-05    2.45975e+21    1.07476e+16
    3.71234e+33      6.381e+10       0.047572     2.0325e+06    3.69788e+33    7.51822e+34    1.03608e+16    1.03608e+16        18.9129        4.81895       0.683052    0.000611885       0.101625       0.996105              1        3.38595    3.22773e+25        3.38595           0.34    1.30489e+13     6.2139e+10    1.29437e+13    4.30381e+10   -8.31552e-12   -9.31443e-05     2.4341e+21    1.03608e+16
    3.71234e+33     6.3883e+10      0.0469689    2.02572e+06    3.69806e+33    7.51822e+34    9.98838e+15    9.98838e+15        17.2886          4.819       0.683833    0.000604128       0.101286       0.996153              1        3.39537     3.1121e+25        3.39537           0.34    1.28403e+13    6.08317e+10     1.2737e+13    4.24661e+10   -8.21945e-12   -9.29366e-05    2.40874e+21    9.98838e+15
    3.71234e+33    6.39558e+10      0.0463742    2.01896e+06    3.69823e+33    7.51822e+34    9.62973e+15    9.62973e+15        15.8057        4.81905       0.684612    0.000596479       0.100948         0.9962              1        3.40479    3.00075e+25        3.40479           0.34    1.26352e+13    5.95535e+10    1.25338e+13    4.19025e+10   -8.12465e-12     -9.273e-05    2.38367e+21    9.62973e+15
    3.71234e+33    6.40284e+10      0.0457878    2.01224e+06    3.69841e+33    7.51822e+34    9.28435e+15    9.28435e+15        14.4516        4.81911       0.685389    0.000588937       0.100612       0.996246              1        3.41423    2.89353e+25        3.41423           0.34    1.24337e+13    5.83037e+10    1.23341e+13    4.13471e+10   -8.03109e-12   -9.25246e-05    2.35887e+21    9.28435e+15
    3.71234e+33    6.41008e+10      0.0452096    2.00554e+06    3.69858e+33    7.51822e+34    8.95174e+15    8.95174e+15         13.215        4.81916       0.686164      0.0005815       0.100277       0.996292              1        3.42368    2.79027e+25        3.42368           0.34    1.22357e+13    5.70818e+10    1.21378e+13    4.07997e+10   -7.93877e-12   -9.23203e-05    2.33436e+21    8.95174e+15
    3.71234e+33     6.4173e+10      0.0446394    1.99888e+06    3.69874e+33    7.51822e+34     8.6314e+15     8.6314e+15        12.0855        4.81921       0.686937    0.000574166      0.0999441       0.996337              1        3.43315    2.69083e+25        3.43315           0.34    1.20411e+13     5.5887e+10    1.19449e+13    4.02603e+10   -7.84766e-12   -9.21172e-05    2.31011e+21     8.6314e+15
    3.71234e+33    6.42451e+10      0.0440772    1.99225e+06    3.69891e+33    7.51822e+34    8.32288e+15    8.32288e+15        11.0538        4.81926       0.687709    0.000566934      0.0996126       0.996382              1        3.44262    2.59505e+25        3.44262           0.34    1.18498e+13    5.47187e+10    1.17553e+13    3.97287e+10   -7.75774e-12   -9.19151e-05    2.28614e+21    8.32288e+15
    3.71234e+33     6.4317e+10      0.0435227    1.98565e+06    3.69907e+33    7.51822e+34    8.02572e+15    8.02572e+15        10.1113         4.8193       0.688478    0.000559802      0.0992826       0.996426              1        3.45211    2.50279e+25        3.45211           0.34    1.16618e+13    5.35762e+10     1.1569e+13    3.92049e+10     -7.669e-12   -9.17142e-05    2.26244e+21    8.02572e+15
    3.71234e+33    6.43887e+10      0.0429758    1.97908e+06    3.69923e+33    7.51822e+34    7.73948e+15    7.73948e+15        9.25015        4.81935       0.689246    0.000552768      0.0989541       0.996469              1        3.46162    2.41393e+25        3.46162           0.34     1.1477e+13     5.2459e+10    1.13859e+13    3.86886e+10   -7.58141e-12   -9.15145e-05    2.23899e+21    7.73948e+15
    3.71234e+33    6.44602e+10      0.0424365    1.97254e+06    3.69939e+33    7.51822e+34    7.46376e+15    7.46376e+15        8.46326         4.8194       0.690012    0.000545832      0.0986271       0.996512              1        3.47114    2.32833e+25        3.47114           0.34    1.12954e+13    5.13664e+10    1.12058e+13    3.81797e+10   -7.49496e-12   -9.13158e-05    2.21581e+21    7.46376e+15
    3.71234e+33    6.45316e+10      0.0419047    1.96603e+06    3.69955e+33    7.51822e+34    7.19815e+15    7.19815e+15        7.74414        4.81944       0.690776    0.000538991      0.0983016       0.996554              1        3.48067    2.24587e+25        3.48067           0.34    1.11168e+13    5.02979e+10    1.10289e+13    3.76781e+10   -7.40964e-12   -9.11182e-05    2.19289e+21    7.19815e+15
    3.71234e+33    6.46028e+10      0.0413801    1.95955e+06    3.69971e+33    7.51822e+34    6.94228e+15    6.94228e+15        7.08688        4.81949       0.691538    0.000532244      0.0979775       0.996596              1        3.49021    2.16643e+25        3.49021           0.34    1.09413e+13     4.9253e+10    1.08549e+13    3.71838e+10   -7.32542e-12   -9.09217e-05    2.17022e+21    6.94228e+15
    3.71234e+33    6.46738e+10      0.0408628     1.9531e+06    3.69986e+33    7.51822e+34    6.69576e+15    6.69576e+15        6.48609        4.81954       0.692298     0.00052559       0.097655       0.996638              1        3.49977    2.08989e+25        3.49977           0.34    1.07688e+13     4.8231e+10    1.06839e+13    3.66966e+10    -7.2423e-12   -9.07262e-05     2.1478e+21    6.69576e+15
    3.71234e+33    6.47447e+10      0.0403525    1.94668e+06    3.70001e+33    7.51822e+34    6.45826e+15    6.45826e+15        5.93686        4.81958       0.693057    0.000519026      0.0973339       0.996678              1        3.50934    2.01615e+25        3.50934           0.34    1.05992e+13    4.72314e+10    1.05158e+13    3.62163e+10   -7.16025e-12   -9.05318e-05    2.12563e+21    6.45826e+15
