#             M		     r	       rho(r)	        T(r)	       M(r)	      L(r)	    dL/dr        dLpp/dr       dLcno/dr	   dlogP/dlogT	  r/R	  	 rho(r)/rhoc        T(r)/Tc         M(r)/M         L(r)/L    	   kappa        kappaHm        kappaff        kappaes              P           Pdeg           Pgas           Ppho        drho/dr          dT/dr          dM/dr          dL/dr
#             g		    cm	       g/cm^3		   K		  g	     erg/s	 erg/s/cm       erg/s/cm       erg/s/cm                                                                                                   cm^2/g         cm^2/g         cm^2/g         cm^2/g       erg/cm^3       erg/cm^3       erg/cm^3       erg/cm^3         g/cm^4           K/cm           g/cm       erg/s/cm
#
      1.338e+33    5.55434e+10      0.0102062         367551    1.33725e+33    2.24985e+32    3.86415e+11    3.86415e+11    1.09462e-15            2.5       0.923341    0.000174299      0.0446304       0.999443              1        458.395    3.09193e+18        458.395           0.34    5.07005e+11    4.77773e+09    5.02181e+11    4.60254e+07   -3.56374e-12   -8.55668e-05    3.95676e+20    3.86415e+11
      1.338e+33    5.55494e+10      0.0101847         367034    1.33725e+33    2.24985e+32    3.82709e+11    3.82709e+11    1.06013e-15            2.5       0.923442    0.000173931      0.0445676       0.999445              1        459.979    3.04977e+18        459.979           0.34    5.05224e+11    4.76095e+09    5.00417e+11    4.57669e+07   -3.56046e-12   -8.55484e-05    3.94927e+20    3.82709e+11
      1.338e+33    5.55554e+10      0.0101632         366518    1.33726e+33    2.24985e+32    3.79041e+11    3.79041e+11    1.02674e-15            2.5       0.923542    0.000173564      0.0445049       0.999447              1        461.567    3.00823e+18        461.567           0.34     5.0345e+11    4.74423e+09     4.9866e+11    4.55101e+07   -3.55719e-12     -8.553e-05     3.9418e+20    3.79041e+11
      1.338e+33    5.55615e+10      0.0101418         366003    1.33726e+33    2.24985e+32    3.75411e+11    3.75411e+11     9.9443e-16            2.5       0.923642    0.000173199      0.0444424       0.999448              1         463.16    2.96728e+18         463.16           0.34    5.01684e+11    4.72759e+09    4.96911e+11    4.52549e+07   -3.55393e-12   -8.55116e-05    3.93435e+20    3.75411e+11
      1.338e+33    5.55675e+10      0.0101205         365489    1.33726e+33    2.24985e+32    3.71819e+11    3.71819e+11    9.63161e-16            2.5       0.923742    0.000172834        0.04438        0.99945              1        464.757    2.92692e+18        464.757           0.34    4.99925e+11    4.71102e+09    4.95169e+11    4.50013e+07   -3.55068e-12   -8.54933e-05    3.92692e+20    3.71819e+11
      1.338e+33    5.55735e+10      0.0100992         364976    1.33726e+33    2.24985e+32    3.68263e+11    3.68263e+11    9.32898e-16            2.5       0.923842    0.000172471      0.0443178       0.999452              1        466.357    2.88714e+18        466.357           0.34    4.98174e+11    4.69452e+09    4.93435e+11    4.47494e+07   -3.54743e-12    -8.5475e-05    3.91951e+20    3.68263e+11
      1.338e+33    5.55794e+10       0.010078         364465    1.33727e+33    2.24985e+32    3.64744e+11    3.64744e+11    9.03609e-16            2.5       0.923941    0.000172108      0.0442557       0.999454              1        467.963    2.84793e+18        467.963           0.34     4.9643e+11    4.67809e+09    4.91708e+11    4.44991e+07   -3.54419e-12   -8.54568e-05    3.91212e+20    3.64744e+11
      1.338e+33    5.55854e+10      0.0100568         363955    1.33727e+33    2.24985e+32    3.61262e+11    3.61262e+11     8.7526e-16            2.5        0.92404    0.000171747      0.0441937       0.999455              1        469.572    2.80928e+18        469.572           0.34    4.94694e+11    4.66173e+09    4.89988e+11    4.42503e+07   -3.54095e-12   -8.54386e-05    3.90474e+20    3.61262e+11
      1.338e+33    5.55914e+10      0.0100357         363445    1.33727e+33    2.24985e+32    3.57815e+11    3.57815e+11    8.47822e-16            2.5        0.92414    0.000171387      0.0441319       0.999457              1        471.186    2.77119e+18        471.186           0.34    4.92965e+11    4.64544e+09    4.88276e+11    4.40032e+07   -3.53772e-12   -8.54204e-05    3.89739e+20    3.57815e+11
      1.338e+33    5.55973e+10      0.0100147         362937    1.33727e+33    2.24985e+32    3.54404e+11    3.54404e+11    8.21264e-16            2.5       0.924238    0.000171028      0.0440702       0.999459              1        472.804    2.73364e+18        472.804           0.34    4.91244e+11    4.62922e+09    4.86571e+11    4.37576e+07    -3.5345e-12   -8.54023e-05    3.89005e+20    3.54404e+11
      1.338e+33    5.56033e+10     0.00999371         362430    1.33728e+33    2.24985e+32    3.51027e+11    3.51027e+11    7.95558e-16            2.5       0.924337    0.000170669      0.0440086        0.99946              1        474.426    2.69663e+18        474.426           0.34     4.8953e+11    4.61307e+09    4.84874e+11    4.35136e+07   -3.53129e-12   -8.53842e-05    3.88273e+20    3.51027e+11
      1.338e+33    5.56092e+10     0.00997279         361924    1.33728e+33    2.24985e+32    3.47686e+11    3.47686e+11    7.70675e-16            2.5       0.924436    0.000170312      0.0439472       0.999462              1        476.053    2.66015e+18        476.053           0.34    4.87824e+11    4.59699e+09    4.83183e+11    4.32711e+07   -3.52808e-12   -8.53662e-05    3.87543e+20    3.47686e+11
      1.338e+33    5.56151e+10     0.00995193         361419    1.33728e+33    2.24985e+32    3.44378e+11    3.44378e+11    7.46588e-16            2.5       0.924534    0.000169956      0.0438859       0.999464              1        477.684    2.62419e+18        477.684           0.34    4.86124e+11    4.58098e+09      4.815e+11    4.30302e+07   -3.52487e-12   -8.53482e-05    3.86815e+20    3.44378e+11
      1.338e+33     5.5621e+10     0.00993114         360916    1.33728e+33    2.24985e+32    3.41105e+11    3.41105e+11    7.23272e-16            2.5       0.924632    0.000169601      0.0438247       0.999466              1        479.319    2.58875e+18        479.319           0.34    4.84432e+11    4.56504e+09    4.79824e+11    4.27908e+07   -3.52168e-12   -8.53302e-05    3.86088e+20    3.41105e+11
      1.338e+33    5.56269e+10      0.0099104         360413    1.33728e+33    2.24985e+32    3.37865e+11    3.37865e+11    7.00702e-16            2.5        0.92473    0.000169247      0.0437636       0.999467              1        480.958    2.55381e+18        480.958           0.34    4.82747e+11    4.54916e+09    4.78155e+11    4.25529e+07   -3.51848e-12   -8.53123e-05    3.85364e+20    3.37865e+11
      1.338e+33    5.56328e+10     0.00988972         359911    1.33729e+33    2.24985e+32    3.34658e+11    3.34658e+11    6.78852e-16            2.5       0.924828    0.000168893      0.0437027       0.999469              1        482.602    2.51937e+18        482.602           0.34    4.81069e+11    4.53335e+09    4.76494e+11    4.23165e+07    -3.5153e-12   -8.52944e-05    3.84641e+20    3.34658e+11
      1.338e+33    5.56387e+10      0.0098691         359411    1.33729e+33    2.24985e+32    3.31484e+11    3.31484e+11    6.57699e-16            2.5       0.924925    0.000168541       0.043642       0.999471              1         484.25    2.48542e+18         484.25           0.34    4.79399e+11    4.51761e+09    4.74839e+11    4.20816e+07   -3.51212e-12   -8.52766e-05     3.8392e+20    3.31484e+11
      1.338e+33    5.56445e+10     0.00984854         358911    1.33729e+33    2.24985e+32    3.28343e+11    3.28343e+11    6.37221e-16            2.5       0.925023     0.00016819      0.0435813       0.999472              1        485.903    2.45195e+18        485.903           0.34    4.77735e+11    4.50193e+09    4.73191e+11    4.18482e+07   -3.50895e-12   -8.52588e-05    3.83201e+20    3.28343e+11
      1.338e+33    5.56504e+10     0.00982804         358413    1.33729e+33    2.24985e+32    3.25233e+11    3.25233e+11    6.17396e-16            2.5        0.92512     0.00016784      0.0435208       0.999474              1         487.56    2.41896e+18         487.56           0.34    4.76079e+11    4.48632e+09    4.71551e+11    4.16163e+07   -3.50578e-12   -8.52411e-05    3.82483e+20    3.25233e+11
      1.338e+33    5.56562e+10     0.00980759         357916     1.3373e+33    2.24985e+32    3.22155e+11    3.22155e+11    5.98202e-16            2.5       0.925217    0.000167491      0.0434604       0.999476              1        489.221    2.38644e+18        489.221           0.34    4.74429e+11    4.47078e+09    4.69917e+11    4.13858e+07   -3.50262e-12   -8.52234e-05    3.81768e+20    3.22155e+11
      1.338e+33     5.5662e+10     0.00978721         357420     1.3373e+33    2.24985e+32    3.19109e+11    3.19109e+11    5.79618e-16            2.5       0.925314    0.000167143      0.0434002       0.999477              1        490.887    2.35438e+18        490.887           0.34    4.72786e+11     4.4553e+09     4.6829e+11    4.11568e+07   -3.49947e-12   -8.52057e-05    3.81054e+20    3.19109e+11
      1.338e+33    5.56678e+10     0.00976688         356925     1.3373e+33    2.24985e+32    3.16094e+11    3.16094e+11    5.61626e-16            2.5        0.92541    0.000166796      0.0433401       0.999479              1        492.557    2.32277e+18        492.557           0.34    4.71151e+11    4.43989e+09     4.6667e+11    4.09293e+07   -3.49632e-12    -8.5188e-05    3.80342e+20    3.16094e+11
      1.338e+33    5.56736e+10     0.00974661         356431     1.3373e+33    2.24985e+32    3.13109e+11    3.13109e+11    5.44205e-16            2.5       0.925507    0.000166449      0.0432801       0.999481              1        494.231    2.29161e+18        494.231           0.34    4.69522e+11    4.42455e+09    4.65057e+11    4.07031e+07   -3.49318e-12   -8.51705e-05    3.79632e+20    3.13109e+11
      1.338e+33    5.56794e+10      0.0097264         355938     1.3373e+33    2.24985e+32    3.10155e+11    3.10155e+11    5.27337e-16            2.5       0.925603    0.000166104      0.0432202       0.999482              1         495.91     2.2609e+18         495.91           0.34      4.679e+11    4.40926e+09    4.63451e+11    4.04784e+07   -3.49005e-12   -8.51529e-05    3.78923e+20    3.10155e+11
      1.338e+33    5.56852e+10     0.00970624         355446    1.33731e+33    2.24985e+32    3.07231e+11    3.07231e+11    5.11004e-16            2.5       0.925699     0.00016576      0.0431605       0.999484              1        497.593    2.23062e+18        497.593           0.34    4.66286e+11    4.39405e+09    4.61851e+11    4.02551e+07   -3.48692e-12   -8.51354e-05    3.78216e+20    3.07231e+11
      1.338e+33     5.5691e+10     0.00968615         354955    1.33731e+33    2.24985e+32    3.04336e+11    3.04336e+11    4.95189e-16            2.5       0.925795    0.000165417      0.0431009       0.999486              1        499.281    2.20076e+18        499.281           0.34    4.64677e+11    4.37889e+09    4.60258e+11    4.00332e+07    -3.4838e-12   -8.51179e-05    3.77512e+20    3.04336e+11
      1.338e+33    5.56967e+10     0.00966611         354465    1.33731e+33    2.24985e+32    3.01471e+11    3.01471e+11    4.79874e-16            2.5        0.92589    0.000165075      0.0430414       0.999487              1        500.973    2.17133e+18        500.973           0.34    4.63076e+11    4.36381e+09    4.58672e+11    3.98127e+07   -3.48068e-12   -8.51005e-05    3.76808e+20    3.01471e+11
      1.338e+33    5.57025e+10     0.00964612         353976    1.33731e+33    2.24985e+32    2.98635e+11    2.98635e+11    4.65045e-16            2.5       0.925986    0.000164733      0.0429821       0.999489              1        502.669    2.14232e+18        502.669           0.34    4.61481e+11    4.34878e+09    4.57093e+11    3.95936e+07   -3.47757e-12   -8.50831e-05    3.76107e+20    2.98635e+11
      1.338e+33    5.57082e+10      0.0096262         353489    1.33732e+33    2.24985e+32    2.95828e+11    2.95828e+11    4.50684e-16            2.5       0.926081    0.000164393      0.0429229        0.99949              1         504.37    2.11371e+18         504.37           0.34    4.59894e+11    4.33382e+09     4.5552e+11    3.93758e+07   -3.47447e-12   -8.50657e-05    3.75407e+20    2.95828e+11
      1.338e+33    5.57139e+10     0.00960633         353002    1.33732e+33    2.24985e+32    2.93049e+11    2.93049e+11    4.36778e-16            2.5       0.926176    0.000164054      0.0428638       0.999492              1        506.075    2.08551e+18        506.075           0.34    4.58312e+11    4.31892e+09    4.53954e+11    3.91594e+07   -3.47137e-12   -8.50484e-05    3.74709e+20    2.93049e+11
      1.338e+33    5.57196e+10     0.00958651         352516    1.33732e+33    2.24985e+32    2.90298e+11    2.90298e+11     4.2331e-16            2.5       0.926271    0.000163715      0.0428048       0.999494              1        507.785    2.05771e+18        507.785           0.34    4.56738e+11    4.30408e+09    4.52395e+11    3.89444e+07   -3.46828e-12   -8.50311e-05    3.74013e+20    2.90298e+11
      1.338e+33    5.57253e+10     0.00956675         352032    1.33732e+33    2.24985e+32    2.87575e+11    2.87575e+11    4.10268e-16            2.5       0.926366    0.000163378       0.042746       0.999495              1        509.499    2.03029e+18        509.499           0.34     4.5517e+11    4.28931e+09    4.50842e+11    3.87307e+07   -3.46519e-12   -8.50139e-05    3.73319e+20    2.87575e+11
      1.338e+33     5.5731e+10     0.00954705         351548    1.33732e+33    2.24985e+32     2.8488e+11     2.8488e+11    3.97637e-16            2.5       0.926461    0.000163041      0.0426872       0.999497              1        511.218    2.00327e+18        511.218           0.34    4.53608e+11    4.27459e+09    4.49295e+11    3.85183e+07   -3.46211e-12   -8.49967e-05    3.72626e+20     2.8488e+11
      1.338e+33    5.57367e+10     0.00952741         351066    1.33733e+33    2.24985e+32    2.82212e+11    2.82212e+11    3.85403e-16            2.5       0.926555    0.000162706      0.0426287       0.999498              1        512.941    1.97662e+18        512.941           0.34    4.52053e+11    4.25994e+09    4.47755e+11    3.83073e+07   -3.45904e-12   -8.49795e-05    3.71935e+20    2.82212e+11
      1.338e+33    5.57423e+10     0.00950781         350584    1.33733e+33    2.24985e+32     2.7957e+11     2.7957e+11    3.73555e-16            2.5       0.926649    0.000162371      0.0425702         0.9995              1        514.669    1.95035e+18        514.669           0.34    4.50505e+11    4.24535e+09    4.46222e+11    3.80976e+07   -3.45597e-12   -8.49624e-05    3.71245e+20     2.7957e+11
      1.338e+33     5.5748e+10     0.00948828         350104    1.33733e+33    2.24985e+32    2.76956e+11    2.76956e+11     3.6208e-16            2.5       0.926743    0.000162038      0.0425119       0.999502              1        516.401    1.92444e+18        516.401           0.34    4.48963e+11    4.23083e+09    4.44695e+11    3.78892e+07   -3.45291e-12   -8.49453e-05    3.70558e+20    2.76956e+11
      1.338e+33    5.57536e+10      0.0094688         349624    1.33733e+33    2.24985e+32    2.74367e+11    2.74367e+11    3.50965e-16            2.5       0.926837    0.000161705      0.0424536       0.999503              1        518.138     1.8989e+18        518.138           0.34    4.47428e+11    4.21636e+09    4.43174e+11    3.76821e+07   -3.44985e-12   -8.49282e-05    3.69872e+20    2.74367e+11
      1.338e+33    5.57593e+10     0.00944937         349146    1.33733e+33    2.24985e+32    2.71805e+11    2.71805e+11      3.402e-16            2.5       0.926931    0.000161373      0.0423955       0.999505              1        519.879    1.87372e+18        519.879           0.34    4.45899e+11    4.20195e+09    4.41659e+11    3.74762e+07    -3.4468e-12   -8.49112e-05    3.69188e+20    2.71805e+11
      1.338e+33    5.57649e+10        0.00943         348669    1.33734e+33    2.24985e+32    2.69269e+11    2.69269e+11    3.29772e-16            2.5       0.927024    0.000161042      0.0423376       0.999506              1        521.625    1.84889e+18        521.625           0.34    4.44376e+11     4.1876e+09    4.40151e+11    3.72717e+07   -3.44375e-12   -8.48943e-05    3.68505e+20    2.69269e+11
      1.338e+33    5.57705e+10     0.00941068         348192    1.33734e+33    2.24985e+32    2.66758e+11    2.66758e+11    3.19672e-16            2.5       0.927117    0.000160713      0.0422797       0.999508              1        523.375    1.82441e+18        523.375           0.34     4.4286e+11    4.17331e+09     4.3865e+11    3.70684e+07   -3.44072e-12   -8.48773e-05    3.67824e+20    2.66758e+11
      1.338e+33    5.57761e+10     0.00939142         347717    1.33734e+33    2.24985e+32    2.64272e+11    2.64272e+11    3.09888e-16            2.5       0.927211    0.000160384       0.042222       0.999509              1         525.13    1.80027e+18         525.13           0.34     4.4135e+11    4.15909e+09    4.37154e+11    3.68664e+07   -3.43768e-12   -8.48604e-05    3.67145e+20    2.64272e+11
      1.338e+33    5.57817e+10     0.00937221         347242    1.33734e+33    2.24985e+32    2.61811e+11    2.61811e+11    3.00411e-16            2.5       0.927303    0.000160055      0.0421644       0.999511              1        526.889    1.77647e+18        526.889           0.34    4.39846e+11    4.14492e+09    4.35665e+11    3.66656e+07   -3.43466e-12   -8.48435e-05    3.66467e+20    2.61811e+11
      1.338e+33    5.57873e+10     0.00935305         346769    1.33735e+33    2.24985e+32    2.59375e+11    2.59375e+11     2.9123e-16            2.5       0.927396    0.000159728      0.0421069       0.999512              1        528.653      1.753e+18        528.653           0.34    4.38349e+11    4.13081e+09    4.34182e+11    3.64661e+07   -3.43163e-12   -8.48267e-05    3.65792e+20    2.59375e+11
      1.338e+33    5.57929e+10     0.00933395         346297    1.33735e+33    2.24985e+32    2.56964e+11    2.56964e+11    2.82337e-16            2.5       0.927489    0.000159402      0.0420496       0.999514              1        530.421    1.72985e+18        530.421           0.34    4.36858e+11    4.11676e+09    4.32705e+11    3.62678e+07   -3.42862e-12   -8.48099e-05    3.65117e+20    2.56964e+11
      1.338e+33    5.57984e+10      0.0093149         345825    1.33735e+33    2.24985e+32    2.54576e+11    2.54576e+11    2.73721e-16            2.5       0.927581    0.000159077      0.0419923       0.999515              1        532.195    1.70703e+18        532.195           0.34    4.35373e+11    4.10276e+09    4.31234e+11    3.60708e+07   -3.42561e-12   -8.47932e-05    3.64445e+20    2.54576e+11
      1.338e+33     5.5804e+10     0.00929591         345355    1.33735e+33    2.24985e+32    2.52213e+11    2.52213e+11    2.65375e-16            2.5       0.927673    0.000158752      0.0419352       0.999517              1        533.972    1.68453e+18        533.972           0.34    4.33894e+11    4.08883e+09    4.29769e+11     3.5875e+07    -3.4226e-12   -8.47765e-05    3.63774e+20    2.52213e+11
      1.338e+33    5.58095e+10     0.00927696         344886    1.33735e+33    2.24985e+32    2.49873e+11    2.49873e+11    2.57288e-16            2.5       0.927765    0.000158429      0.0418782       0.999518              1        535.754    1.66234e+18        535.754           0.34    4.32421e+11    4.07495e+09    4.28311e+11    3.56803e+07   -3.41961e-12   -8.47598e-05    3.63105e+20    2.49873e+11
      1.338e+33     5.5815e+10     0.00925807         344417    1.33736e+33    2.24985e+32    2.47556e+11    2.47556e+11    2.49455e-16            2.5       0.927857    0.000158106      0.0418214        0.99952              1        537.541    1.64046e+18        537.541           0.34    4.30955e+11    4.06113e+09    4.26858e+11    3.54869e+07   -3.41661e-12   -8.47431e-05    3.62437e+20    2.47556e+11
      1.338e+33    5.58205e+10     0.00923924         343950    1.33736e+33    2.24985e+32    2.45263e+11    2.45263e+11    2.41865e-16            2.5       0.927949    0.000157785      0.0417646       0.999521              1        539.332    1.61889e+18        539.332           0.34    4.29494e+11    4.04737e+09    4.25411e+11    3.52947e+07   -3.41363e-12   -8.47265e-05    3.61771e+20    2.45263e+11
      1.338e+33     5.5826e+10     0.00922045         343484    1.33736e+33    2.24985e+32    2.42992e+11    2.42992e+11    2.34511e-16            2.5       0.928041    0.000157464       0.041708       0.999523              1        541.128    1.59761e+18        541.128           0.34     4.2804e+11    4.03367e+09    4.23971e+11    3.51036e+07   -3.41065e-12     -8.471e-05    3.61107e+20    2.42992e+11
      1.338e+33    5.58315e+10     0.00920172         343018    1.33736e+33    2.24985e+32    2.40744e+11    2.40744e+11    2.27386e-16            2.5       0.928132    0.000157144      0.0416515       0.999524              1        542.929    1.57663e+18        542.929           0.34    4.26591e+11    4.02002e+09    4.22536e+11    3.49138e+07   -3.40767e-12   -8.46934e-05    3.60444e+20    2.40744e+11
      1.338e+33     5.5837e+10     0.00918304         342554    1.33736e+33    2.24985e+32    2.38519e+11    2.38519e+11    2.20483e-16            2.5       0.928223    0.000156825      0.0415951       0.999526              1        544.734    1.55594e+18        544.734           0.34    4.25149e+11    4.00643e+09    4.21108e+11    3.47251e+07    -3.4047e-12   -8.46769e-05    3.59783e+20    2.38519e+11
      1.338e+33    5.58425e+10     0.00916441         342090    1.33737e+33    2.24985e+32    2.36315e+11    2.36315e+11    2.13794e-16            2.5       0.928314    0.000156507      0.0415388       0.999527              1        546.544    1.53554e+18        546.544           0.34    4.23712e+11    3.99289e+09    4.19685e+11    3.45375e+07   -3.40174e-12   -8.46605e-05    3.59124e+20    2.36315e+11
      1.338e+33     5.5848e+10     0.00914584         341628    1.33737e+33    2.24985e+32    2.34134e+11    2.34134e+11    2.07313e-16            2.5       0.928405     0.00015619      0.0414827       0.999529              1        548.359    1.51542e+18        548.359           0.34    4.22282e+11    3.97941e+09    4.18268e+11    3.43511e+07   -3.39878e-12   -8.46441e-05    3.58466e+20    2.34134e+11
      1.338e+33    5.58534e+10     0.00912731         341166    1.33737e+33    2.24985e+32    2.31974e+11    2.31974e+11    2.01033e-16            2.5       0.928496    0.000155873      0.0414266        0.99953              1        550.178    1.49557e+18        550.178           0.34    4.20857e+11    3.96598e+09    4.16857e+11    3.41659e+07   -3.39582e-12   -8.46277e-05     3.5781e+20    2.31974e+11
      1.338e+33    5.58589e+10     0.00910884         340706    1.33737e+33    2.24985e+32    2.29836e+11    2.29836e+11    1.94948e-16            2.5       0.928586    0.000155558      0.0413707       0.999532              1        552.002    1.47601e+18        552.002           0.34    4.19438e+11    3.95261e+09    4.15451e+11    3.39818e+07   -3.39288e-12   -8.46113e-05    3.57155e+20    2.29836e+11
      1.338e+33    5.58643e+10     0.00909042         340246    1.33737e+33    2.24985e+32    2.27719e+11    2.27719e+11    1.89051e-16            2.5       0.928676    0.000155243      0.0413149       0.999533              1         553.83    1.45671e+18         553.83           0.34    4.18025e+11     3.9393e+09    4.14052e+11    3.37988e+07   -3.38994e-12    -8.4595e-05    3.56502e+20    2.27719e+11
      1.338e+33    5.58697e+10     0.00907205         339788    1.33737e+33    2.24985e+32    2.25623e+11    2.25623e+11    1.83337e-16            2.5       0.928766    0.000154929      0.0412592       0.999535              1        555.663    1.43768e+18        555.663           0.34    4.16618e+11    3.92604e+09    4.12658e+11     3.3617e+07     -3.387e-12   -8.45787e-05    3.55851e+20    2.25623e+11
      1.338e+33    5.58751e+10     0.00905373         339330    1.33738e+33    2.24985e+32    2.23548e+11    2.23548e+11    1.77799e-16            2.5       0.928856    0.000154617      0.0412036       0.999536              1        557.501    1.41891e+18        557.501           0.34    4.15217e+11    3.91284e+09     4.1127e+11    3.34362e+07   -3.38407e-12   -8.45625e-05    3.55201e+20    2.23548e+11
      1.338e+33    5.58805e+10     0.00903546         338873    1.33738e+33    2.24985e+32    2.21493e+11    2.21493e+11    1.72433e-16            2.5       0.928946    0.000154305      0.0411482       0.999537              1        559.344     1.4004e+18        559.344           0.34    4.13821e+11    3.89968e+09    4.09888e+11    3.32566e+07   -3.38114e-12   -8.45463e-05    3.54553e+20    2.21493e+11
      1.338e+33    5.58859e+10     0.00901724         338418    1.33738e+33    2.24985e+32    2.19459e+11    2.19459e+11    1.67232e-16            2.5       0.929036    0.000153993      0.0410928       0.999539              1        561.191    1.38215e+18        561.191           0.34    4.12431e+11    3.88659e+09    4.08511e+11     3.3078e+07   -3.37822e-12   -8.45301e-05    3.53906e+20    2.19459e+11
      1.338e+33    5.58913e+10     0.00899907         337963    1.33738e+33    2.24985e+32    2.17445e+11    2.17445e+11    1.62192e-16            2.5       0.929125    0.000153683      0.0410376        0.99954              1        563.043    1.36414e+18        563.043           0.34    4.11047e+11    3.87354e+09     4.0714e+11    3.29006e+07   -3.37531e-12   -8.45139e-05    3.53261e+20    2.17445e+11
      1.338e+33    5.58967e+10     0.00898095         337509    1.33738e+33    2.24985e+32     2.1545e+11     2.1545e+11    1.57308e-16            2.5       0.929215    0.000153374      0.0409825       0.999542              1          564.9    1.34639e+18          564.9           0.34    4.09668e+11    3.86056e+09    4.05775e+11    3.27242e+07    -3.3724e-12   -8.44978e-05    3.52617e+20     2.1545e+11
      1.338e+33     5.5902e+10     0.00896288         337056    1.33739e+33    2.24985e+32    2.13476e+11    2.13476e+11    1.52574e-16            2.5       0.929304    0.000153065      0.0409275       0.999543              1        566.762    1.32887e+18        566.762           0.34    4.08295e+11    3.84762e+09    4.04415e+11    3.25489e+07    -3.3695e-12   -8.44818e-05    3.51976e+20    2.13476e+11
      1.338e+33    5.59074e+10     0.00894486         336604    1.33739e+33    2.24985e+32    2.11521e+11    2.11521e+11    1.47985e-16            2.5       0.929393    0.000152757      0.0408726       0.999545              1        568.628     1.3116e+18        568.628           0.34    4.06928e+11    3.83473e+09    4.03061e+11    3.23747e+07    -3.3666e-12   -8.44657e-05    3.51335e+20    2.11521e+11
      1.338e+33    5.59127e+10     0.00892689         336153    1.33739e+33    2.24985e+32    2.09585e+11    2.09585e+11    1.43538e-16            2.5       0.929481    0.000152451      0.0408179       0.999546              1        570.499    1.29457e+18        570.499           0.34    4.05566e+11     3.8219e+09    4.01712e+11    3.22016e+07   -3.36371e-12   -8.44497e-05    3.50696e+20    2.09585e+11
      1.338e+33     5.5918e+10     0.00890897         335703    1.33739e+33    2.24985e+32    2.07668e+11    2.07668e+11    1.39228e-16            2.5        0.92957    0.000152144      0.0407632       0.999547              1        572.375    1.27777e+18        572.375           0.34     4.0421e+11    3.80913e+09    4.00369e+11    3.20295e+07   -3.36082e-12   -8.44338e-05    3.50059e+20    2.07668e+11
      1.338e+33    5.59234e+10      0.0088911         335254    1.33739e+33    2.24985e+32    2.05771e+11    2.05771e+11     1.3505e-16            2.5       0.929658    0.000151839      0.0407087       0.999549              1        574.255     1.2612e+18        574.255           0.34     4.0286e+11     3.7964e+09    3.99031e+11    3.18584e+07   -3.35794e-12   -8.44178e-05    3.49423e+20    2.05771e+11
      1.338e+33    5.59287e+10     0.00887328         334806     1.3374e+33    2.24985e+32    2.03891e+11    2.03891e+11       1.31e-16            2.5       0.929747    0.000151535      0.0406543        0.99955              1         576.14    1.24486e+18         576.14           0.34    4.01515e+11    3.78372e+09    3.97699e+11    3.16884e+07   -3.35506e-12   -8.44019e-05    3.48789e+20    2.03891e+11
      1.338e+33     5.5934e+10      0.0088555         334359     1.3374e+33    2.24985e+32    2.02031e+11    2.02031e+11    1.27075e-16            2.5       0.929835    0.000151231         0.0406       0.999551              1         578.03    1.22874e+18         578.03           0.34    4.00175e+11     3.7711e+09    3.96372e+11    3.15194e+07   -3.35219e-12   -8.43861e-05    3.48156e+20    2.02031e+11
      1.338e+33    5.59393e+10     0.00883778         333912     1.3374e+33    2.24985e+32    2.00188e+11    2.00188e+11     1.2327e-16            2.5       0.929923    0.000150929      0.0405458       0.999553              1        579.925    1.21284e+18        579.925           0.34    3.98841e+11    3.75853e+09    3.95051e+11    3.13514e+07   -3.34933e-12   -8.43702e-05    3.47525e+20    2.00188e+11
      1.338e+33    5.59445e+10      0.0088201         333467     1.3374e+33    2.24985e+32    1.98364e+11    1.98364e+11    1.19582e-16            2.5        0.93001    0.000150627      0.0404917       0.999554              1        581.825    1.19716e+18        581.825           0.34    3.97512e+11    3.74601e+09    3.93735e+11    3.11845e+07   -3.34647e-12   -8.43544e-05    3.46896e+20    1.98364e+11
      1.338e+33    5.59498e+10     0.00880248         333022     1.3374e+33    2.24985e+32    1.96558e+11    1.96558e+11    1.16006e-16            2.5       0.930098    0.000150326      0.0404377       0.999556              1        583.729    1.18169e+18        583.729           0.34    3.96189e+11    3.73354e+09    3.92424e+11    3.10185e+07   -3.34361e-12   -8.43387e-05    3.46268e+20    1.96558e+11
      1.338e+33    5.59551e+10      0.0087849         332579     1.3374e+33    2.24985e+32    1.94769e+11    1.94769e+11     1.1254e-16            2.5       0.930185    0.000150026      0.0403838       0.999557              1        585.639    1.16643e+18        585.639           0.34    3.94871e+11    3.72112e+09    3.91119e+11    3.08536e+07   -3.34076e-12    -8.4323e-05    3.45641e+20    1.94769e+11
      1.338e+33    5.59603e+10     0.00876736         332136    1.33741e+33    2.24985e+32    1.92998e+11    1.92998e+11     1.0918e-16            2.5       0.930273    0.000149726      0.0403301       0.999558              1        587.553    1.15138e+18        587.553           0.34    3.93558e+11    3.70875e+09    3.89819e+11    3.06897e+07   -3.33792e-12   -8.43073e-05    3.45016e+20    1.92998e+11
      1.338e+33    5.59656e+10     0.00874988         331694    1.33741e+33    2.24985e+32    1.91244e+11    1.91244e+11    1.05923e-16            2.5        0.93036    0.000149428      0.0402765        0.99956              1        589.472    1.13654e+18        589.472           0.34    3.92251e+11    3.69643e+09    3.88524e+11    3.05267e+07   -3.33508e-12   -8.42916e-05    3.44393e+20    1.91244e+11
